Entity1,Entity2,Relation,Example
摩拜单车,ofo,company/company/compete,ofo的竞争对手摩拜单车最新一轮融资于2月下旬公布，由新加坡投资机构淡马锡及高瓴资本主导
摩拜单车,ofo,company/company/compete,ofo主要竞争对手摩拜单车在今年1月宣布完成2.15亿美元D轮融资，同时与富士康开展合作
英菲尼迪,奥迪,company/company/compete,英菲尼迪全新Q60将更好的开拓运动级轿车市场，竞争对手也将锁定为奥迪A5 Coupe
奔驰,宝马,company/company/compete,而奔驰近年来的全新车型体系，令产品竞争力优势非常明显，相比宝马换代较慢的车型和奥迪相对混乱的市场策略，奔驰在终端市场的竞争力凸显
阿里,京东,company/company/compete,阿里天猫并不存在，京东也没有必要天天提超越，只要自己的事情做好了，什么梦想都会实现
阿里巴巴,京东,company/company/compete,京东季度净增长用户已经远超过阿里，京东2016年Q3年活跃用户数增至1.99亿，较去年同期增长57%，季度净增活跃用户1090万，是阿里巴巴的两倍，也应该是首次京东季度新增用户超过阿里巴巴
百度,360,company/company/compete,360依靠浏览器的布局曾经抢下一些搜索的份额，但离撼动百度的搜索业务和商业收入还差了100个王小川
滴滴,Uber,company/company/compete,滴滴要在人工智能上和 Uber 竞争，可能还离得很远
淘票票,微影时代,company/company/compete,目前，在线影院市场竞争激烈，淘票票的竞争对手微影时代均获得融资。
吉利,大众,company/company/compete,尾灯与标识用漆黑装饰条连成一体，尾部L形的“能量晶体条”尾灯在刹车是会以“充电”的形式逐渐亮起，就冲这个尾灯就想搞一台有木有!吉利LYNK&CO CX11上市竞争对手锁定大众途观 　　吉利LYNK&CO CX11内饰上同样主打科技感，10.1英寸的中控触控屏集成了大部分的功能，仅保留3个旋钮以及一排物理按键，简约而不简单，配备了一系列联通车辆、个人设备、云端的汽车互联技术，时刻满足人们的互联互通需求　
百度,谷歌,company/company/compete,百度无人驾驶车背后，其高精地图是核心，百度已经自主采集和制作了相当规模的道路数据，为无人驾驶规划和决策提供依据，高清地图作为无人驾驶技术的重中之重，谷歌、HERE和百度等企业都斥巨资，且投入大量精力，均希望能掌握无人驾驶汽车行业的话语权乃至主导权
三星,苹果,company/company/compete,三星表现不佳“助”苹果一家独大 苹果的高比例市场份额还跟竞争对手三星的表现不佳有关
布丁动画,B站,company/company/compete,布丁动画宣布关停，曾是B站竞争对手，二次元创业已入寒冬
阿里,京东,company/company/compete,”同时，他还提出未来12年的战略，他表示，京东要在2021年前，超越阿里，成为中国第一大B2C平台
福特,汉兰达,company/company/compete,国产福特全新锐界上市已有一段时间，作为目前汉兰达最强劲的竞争对手，福特锐界各种高科技配置加身，加上福特品牌一贯的运动化调教，更受到年轻人的青睐
奥迪,宝马,company/company/compete,目前，海外媒体再曝光了一组奥迪Q8的路试谍照，其预计将于2018年对外发布，未来竞争对手将直接瞄准宝马X6（参配、图片、询价） 和奔驰GLE Coupe等车型
雪铁龙,欧宝,company/company/compete,法国的汽车生产巨头标致雪铁龙集团已经正式表明了想要收购其在德国地区汽车市场的竞争对手——欧宝集团的意向
奔驰,宝马,company/company/compete,增长缓慢的原因一方面来自主要竞争对手奔驰和宝马在国内市场的不断发力，另一方面由于奥迪多款车型即将换代，产品竞争力有所下降，很多消费转而投向拥有全新车型的其他品牌
乐视,三星,company/company/compete,贾跃亭正式复出，称三星无法和乐视竞争
美团,百度糯米,company/company/compete,在百度糯米等竞争对手的压力下，尽管与大众点评完成了合并，美团依然不能大幅减少用户补贴
苹果,evernote,company/company/compete,evernote发明新硬件，终将和苹果竞争
阿里巴巴,京东,company/company/compete,不过我们今天探讨的是，京东真的能在五年内超越阿里巴巴，成为全国第一的B2C平台吗？其实完全有可能
OPPO,vivo,company/company/compete,明年华为、小米、魅族、OPPO、vivo、金立等将会更加注重渠道品牌建设，竞争也会更为竞争
阿里,大众点评,company/company/compete,阿里六月将推本地生活服务APP，与大众点评正面竞争
阿里,京东,company/company/compete,阿里入股苏宁后，天猫在3C家电上大大缩小了与京东的距离，规模也在往上走
阿里,京东,company/company/compete,阿里将天猫超市定义为与淘宝、天猫、聚划算并列的第四大消费者平台，启动“杭州北京双主场”，直攻京东大本营
奥迪,宝马,company/company/compete,与自动变速箱成功牵手 奥迪在普通车领域内做的风生水起，但是面对奔驰S以及宝马7系这样的竞争对手，奥迪只能被动挨打
OPPO,vivo,company/company/compete,OPPO手机出货量为9940万，vivo手机出货量为7730万
吉利,长城,company/company/compete,作为一家车企要想长远发展，单条腿走路的长城汽车尽管眼下表现不错，但也有不少弊端，目前支撑起长城汽车的也就是哈弗H6系列和哈弗H2系列车型，其他车型如哈弗H7、H8、H9等等还没有走出“围城”，伴随着来自诸多竞争对手的份额蚕食，哈弗H7、H8、H9等等的日子会更加艰难，相比主要竞争对手吉利汽车的全面发展，风头正旺的长城汽车的苦只有自己知道
ofo,摩拜,company/company/compete,ofo和摩拜身后都站满了土豪。除了来自对方的激烈竞争
淘票票,猫眼,company/company/compete,淘票票目前在市场上的主要竞争对手猫眼电影同样处于亏损状态。
美团,饿了么,company/company/compete,美团与饿了么之后在外卖市场上的竞争可谓手脚并用、鲜血直流。
别克,福特,company/company/compete,福特翼搏借鉴概念车的设计，大嘴格栅十分醒目，上市后将与别克GL8等同级别车展开竞争
苹果,谷歌,company/company/compete,苹果力图保持竞争力，对抗谷歌等竞争对手推出的平板
百度,搜狗,company/company/compete,另外，虽然百度被舆论批评得最厉害，但点击量依然位于搜狗、神马之前，只是在百度上进行竞价推广比之前更难一些
饿了么,百度外卖,company/company/compete,饿了么、百度外卖，除了平台竞争，还竞争线下发生摩擦事件
雪铁龙,福特,company/company/compete,与市场上同属7座SUV的竞争对手福特锐界相比，雪铁龙全新SUV发动机排量较小，动力输出稍逊
易信,微信,company/company/compete,与微信的差异化竞争，易信会成为下一个手游分发平台吗
ofo,摩拜单车,company/company/compete,摩拜单车宣布已经完成超过1亿美元的C轮融资，而把这个时间点再往前挪3天，其最大的竞争对手——ofo已经先一步宣布拿下滴滴出行领投的数千万美元C轮融资。
奥迪,大众,company/company/compete,大众途昂计划在今年3月正式上市，在上市后将于奥迪Q7相互竞争，但大众途昂价格定位亲民，或将35万元起售，这样的价格定位真的要碾压同级别奥迪Q7
百度,谷歌,company/company/compete,此外，第三方百度手机助手、360手机助手、腾讯应用宝等更是占据了Android应用分发七成以上市场份额，这也是为何谷歌急于Play商店先回归中国市场的重要原因之一
雪铁龙,别克,company/company/compete,在几个竞争对手当中，东风雪铁龙的C6和大众迈腾、别克君越形成了最直接的竞争，它们都有着豪华感很强的内饰，非常舒适的底盘和悬架表现
华为,小米,company/company/compete,因此小米与 OPPO、华为、vivo 的竞争关系也广受人们关注
一汽,东风,company/company/compete,记者曾经在不同场合参加过一汽和东风组织的活动，两家企业之间竞争态势极为明显
微信,中移动,company/company/compete,中移动4G新政解读：与微信竞争策略最终明晰
腾讯,网易,company/company/compete,"腾讯和网易(NTESUS)主导了中国的手机游戏产业,预计2016年的市场份额合共超过50%"
奥迪,DSI,company/company/compete,近日，DS品牌宣布将发布一款全新旗舰车型，新车定位于中型SUV，并正式命名为DS 7 CROSSBACK，上市之后将于奥迪Q5、宝马X3等同级别车型进行竞争
视觉中国,东方IC,company/company/compete,今日头条宣布战略投资了视觉中国的竞争对手东方IC
奔驰,宝马,company/company/compete,梅赛德斯奔驰将它的竞争对手直接定位到了奥迪的A3和宝马1系上
比亚迪,荣威,company/company/compete,比亚迪秦100将荣威e500作为竞争对手，除此以外，在这个级别中暂无其它竞争对手
阿里巴巴,京东,company/company/compete,过去的12年，京东在线上，线下打败竞争对手，包括传统零售巨鳄国美和苏宁，以及现在正在对峙的主要对手阿里巴巴
奥迪,宝马,company/company/compete,《汽车族》的评选在2010年开创了先河，而轿车组别大奖得主BMW5系Li恰好正是一汽-大众全新奥迪A6L的主要竞争对手
阿里,京东,company/company/compete,12 年，中国互联网是一个大浪淘沙的过程，很多电商风起云涌又很快哨声匿迹，只有京东成为唯一能与阿里分庭抗礼的另一个商业帝国
Wiivv,eSoles,company/company/compete,3D 鞋垫打印公司 Wiivv 获 400 万美元 A 轮融资，收购竞争对手 eSoles
滴滴,摇摇,company/company/compete,此前，因为资金不足，滴滴在与摇摇竞争的时候迫不得已放弃广告轰炸模式
别克,大众,company/company/compete,在刚刚结束的2016年，别克昂科威销量非常可观，总销量为27.54万辆，在合资SUV车型中排行第一，而大众途观的总销量为24.05万辆，在合资SUV车型中排行第二，数据上看起来这两部车的销量在伯仲之间，但是途观上次在合资SUV中称臣还是在2011年，可见，昂科威的越级竞争使得途观终于遇到了旗鼓相当的对手，而大众怎可善罢甘休，这不，途观L来了
